"cutoff","estimate","std_error","p_value","is_real","lo","hi"
1950,137.892886389495,77.9286141795256,0.0768241957106909,FALSE,-14.8471974023755,290.632970181365
1952,238.326195180201,72.139573994568,0.000955170115537328,FALSE,96.9326301508481,379.719760209555
1954,-271.891929838169,67.0885736836083,5.07153131689806e-05,FALSE,-403.385534258041,-140.398325418296
1956,-24.8685691960429,63.063677770561,0.693331339448613,FALSE,-148.473377626342,98.7362392342566
1958,307.371352906557,58.2318479789291,1.30812759537377e-07,TRUE,193.236930867857,421.505774945258
1960,-115.824840788738,53.8980917829588,0.0316415314874949,FALSE,-221.465100683337,-10.184580894139
1962,-106.149159889707,51.1556515511515,0.0379881971000401,FALSE,-206.414236929964,-5.8840828494499
1964,144.286328098498,49.2693355117877,0.00340680688374072,FALSE,47.7184304953938,240.854225701602
1966,20.9123930227957,46.9277734369051,0.655866188304789,FALSE,-71.0660429135384,112.89082895913
