"term","tau","estimate","std.error","p.value"
"bs(Age, knots = c(21, 45, 60))2:GenderM",0.5,14.5255447752371,3.87098454434488,0.000175150544147851
"bs(Age, knots = c(21, 45, 60))3:GenderM",0.5,8.72248349378964,4.03416897072009,0.030606808799144
"bs(Age, knots = c(21, 45, 60))4:GenderM",0.5,10.2467787321449,4.27169938556045,0.0164509459968758
"bs(Age, knots = c(21, 45, 60))5:GenderM",0.5,8.72733475490609,8.85279267802415,0.324217601366496
"bs(Age, knots = c(21, 45, 60))6:GenderM",0.5,89.3929256914865,31.2160052365513,0.00418749791355366
"(Intercept)",0.75,318.041526366884,6.8237704804732,0
"bs(Age, knots = c(21, 45, 60))1",0.75,-53.833060051914,5.29772465292058,0
"bs(Age, knots = c(21, 45, 60))2",0.75,-49.261516592704,5.08727189948073,0
"bs(Age, knots = c(21, 45, 60))3",0.75,-28.5899846728612,5.26866463330842,5.75120031598431e-08
"bs(Age, knots = c(21, 45, 60))4",0.75,17.6774268763642,5.41205259249568,0.00108964425575175
"bs(Age, knots = c(21, 45, 60))5",0.75,120.651108451481,9.15523025956691,0
"bs(Age, knots = c(21, 45, 60))6",0.75,166.259630436433,37.0581493422419,7.24286720643619e-06
"TitleIXSome",0.75,-9.98170222358046,0.508497011014244,0
"TitleIXYes",0.75,-5.35209211497523,0.557223609364825,0
"GenderM",0.75,-54.3401310804476,6.87377844156267,2.66453525910038e-15
"bs(Age, knots = c(21, 45, 60))1:GenderM",0.75,29.562926846394,7.12880346514663,3.36939643104106e-05
"bs(Age, knots = c(21, 45, 60))2:GenderM",0.75,27.9675068993735,6.83961841324084,4.33194371582957e-05
"bs(Age, knots = c(21, 45, 60))3:GenderM",0.75,10.8381247799135,7.0440963827016,0.12389965784303
"bs(Age, knots = c(21, 45, 60))4:GenderM",0.75,14.4305654202592,7.15740510582092,0.0437822372388976
"bs(Age, knots = c(21, 45, 60))5:GenderM",0.75,29.1709555507949,10.9835506874836,0.00791040828372491
"bs(Age, knots = c(21, 45, 60))6:GenderM",0.75,114.930932269735,37.5294315023054,0.00219561296789017
"(Intercept)",0.9,366.502147438204,8.50737196511202,0
"bs(Age, knots = c(21, 45, 60))1",0.9,-70.5881913843275,8.44964997826809,0
"bs(Age, knots = c(21, 45, 60))2",0.9,-69.0854969703924,8.16000309350121,0
"bs(Age, knots = c(21, 45, 60))3",0.9,-38.9746477640298,8.39111976320046,3.4054254638427e-06
